Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1980,0.578046511627907,0.687906511627907,5.409302325581395,-9.421906976744188,0.7674418604651163,0.08541069767441861,0.15766355720930234,0.0865721558139535,0.2303744186046512,0.6438455813953489,125.00857209302326,227121.11627906977,3.9674418604651165
1990,0.5225263157894737,0.7024913166666666,5.508771929824562,-8.069184210526315,0.6929824561403509,0.14310657894736845,0.12584216074561405,0.10939835587719297,0.23295350877192983,0.47318640350877195,116.48489912280702,248287.26754385966,3.942982456140351
2000,0.5979348837209303,0.6761493023255815,5.269767441860465,-7.692386046511628,0.7255813953488373,0.16182883720930233,0.22290449767441858,0.09748151469767445,0.22526372093023259,0.5558516279069766,114.40665581395349,257605.1441860465,3.8883720930232557
2010,0.5684070707070707,0.5739585858585858,5.232323232323233,-7.962368686868687,0.5959595959595959,0.12168585858585856,0.29816298232323235,0.03749744065656565,0.20043030303030304,0.44344090909090905,121.3653888888889,252517.9696969697,3.9242424242424243
